"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"59325","vwuds_390804077393201","Well","WELL #1","2020","0","0.00","390804077393201","","39.134444444400","-77.658888888900","72639","HAMILTON SERVICE AREA","active","municipal","51107","Loudoun"
"59326","vwuds_390746077403502","Well","WELL #12","2020","3.6009","0.01","390746077403502","","39.129444444400","-77.676388888900","72639","HAMILTON SERVICE AREA","active","municipal","51107","Loudoun"
"59328","vwuds_370705079161201","Surface Water Intake","ROANOKE RIVER","2020","170.865","0.47","370705079161201","","37.118000000000","-79.270000000000","74466","ALTAVISTA POWER STATION","active","fossilpower","51031","Campbell"
"59329","vwuds_390511077355004","Well","ROKEBY WELL 6D","2020","3.033","0.01","390511077355004","","39.074840000000","-77.603240000000","73762","LOWER BROAD RUN SERVICE AREA","active","municipal","51107","Loudoun"
"59334","vwuds_372134077182201","Surface Water Intake","JAMES RIVER","2020","0","0.00","372134077182201","","37.359444000000","-77.306111000000","74309","SUSTAINABILITY PARK","active","manufacturing","51041","Chesterfield"
"59335","vwuds_380858077195201","Well","LODGE WELL #2 PWAT44","2020","1.166","0.00","380858077195201","","38.149444444400","-77.331111111100","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"59338","vwuds_373615077430012","Well","WELL #12","2020","6.93246","0.02","373615077430012","","0.100000000000","0.000000000000","73824","MANAKIN FARMS SERVICE AREA","active","municipal","51075","Goochland"
"59339","vwuds_371440078273501","Well","WELL #1","2020","5.880755","0.02","371440078273501","","37.243611111100","-78.463333333300","72537","HAMPDEN SYDNEY COLLEGE","active","commercial","51147","Prince Edward"
"59340","vwuds_380021078570602","Well","HURDIS WELL","2020","244.231","0.67","380021078570602","","38.006172000000","-79.048758000000","72068","SOUTH RIVER SERVICE AREA","active","municipal","51015","Augusta"
"59341","vwuds_384617078362301","Surface Water Intake","NORTH FORK SHENANDOAH RIVER","2020","0","0.00","384617078362301","","38.771388888900","-78.606388888900","73866","THOMAS R. FLEMING, INC.","active","irrigation","51171","Shenandoah"
"59342","vwuds_374526078581501","Surface Water Intake","HAT CREEK","2020","3.4","0.01","374526078581501","","37.757222222200","-78.970833333300","73034","THOMAS WHEATON","active","irrigation","51125","Nelson"
"59343","vwuds_375643079363001","Surface Water Intake","BIG SPRING","2020","32.3891","0.09","375643079363001","","37.945277777800","-79.608333333300","74427","MILLBORO SERVICE AREA","active","municipal","51017","Bath"
"59344","vwuds_365327082223401","Surface Water Intake","CLINCH RIVER Carfax Intake (WTP & Power Plant)","2020","509.07","1.39","365327082223401","","36.890833333300","-82.376111111100","72677","WISE COUNTY REGIONAL WTP","active","municipal","51195","Wise"
"59346","vwuds_380148078583801","Surface Water Intake","COLES RUN RESERVOIR","2020","92.213984","0.25","380148078583801","","38.030000000000","-78.977222222200","72068","SOUTH RIVER SERVICE AREA","active","municipal","51015","Augusta"
"59347","vwuds_375740077173001","Surface Water Intake","APPOMATTOX RIVER","2020","7824.988","21.44","375740077173001","","37.311111111100","-77.296666666700","72251","HOPEWELL DISTRICT","active","municipal","51670","Hopewell"
"59348","vwuds_A5735","Surface Water Intake","FARM POND #2 (SMALL)","2020","9.44031","0.03","A5735","","38.090070478781","-76.724204254150","450455","Foundation Seed Farm","active","irrigation","51193","Westmoreland"
"59350","vwuds_mp8108","Surface Water Intake","Broad Run #1","2020","6","0.02","mp8108","","99.000000000000","-99.000000000000","73320","Mayhew Farm","active","irrigation","51153","Prince William"
"59351","vwuds_384223078395601","Well","ASHBY LEE WELL","2020","4.008","0.01","384223078395601","","38.706520033300","-78.665554111100","72344","MOUNT JACKSON SERVICE AREA","active","municipal","51171","Shenandoah"
"59352","vwuds_371603079040702","Well","WELLS #2 AND #3 ON METER","2020","5.8907","0.02","371603079040702","","37.267500000000","-79.068611111100","73251","RUSTBURG CORRECTIONAL UNIT #9","active","commercial","51031","Campbell"
"59353","vwuds_380524077201801","Well","ARCHER CAMP WELL  PWAT03","2020","6.2921","0.02","380524077201801","","38.090277777800","-77.338333333300","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"59354","vwuds_380614077173301","Well","WILCOX WELL #2  PWAT23","2020","0.4243","0.00","380614077173301","","38.103611111100","-77.292777777800","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"59355","vwuds_374600077423401","Well","SANITARY-DRINKING WATER WELL","2020","0.34","0.00","374600077423401","","37.776666666700","-77.712777777800","71738","MONTPELIER PLANT","active","mining","51085","Hanover"
"59357","vwuds_374636077424602","Surface Water Intake","SOUTH ANNA RIVER","2020","0","0.00","374636077424602","","37.776666666700","-77.712777777800","71738","MONTPELIER PLANT","active","mining","51085","Hanover"
"59358","vwuds_374222077455101","Well","WEST BOUND WELL","2020","0.8849","0.00","374222077455101","","37.706111111100","-77.764166666700","72312","I-64 GOOCHLAND REST AREA","active","commercial","51075","Goochland"
"59360","vwuds_380820078514201","Surface Water Intake","SOUTH RIVER","2020","34","0.09","380820078514201","","38.138888888900","-78.861666666700","72317","HOLSINGER DAIRY FARM","active","irrigation","51015","Augusta"
"59361","vwuds_371712079512301","Well","STONEBRIDGE WELL","2020","55.5","0.15","371712079512301","","37.286666666700","-79.856388888900","74424","VINTON SERVICE AREA","active","municipal","51161","Roanoke County"
"59363","vwuds_371636079521901","Well","BUSH WELL #1","2020","43.9","0.12","371636079521901","","37.276666666700","-79.871944444400","74424","VINTON SERVICE AREA","active","municipal","51161","Roanoke County"
"59366","vwuds_385750077210001","Surface Water Intake","HOLDING POND #17","2020","9.222976","0.03","385750077210001","","38.961111111100","-77.349444444400","74056","HIDDEN CREEK COUNTRY CLUB","active","commercial","51059","Fairfax County"
"59369","vwuds_373040078545201","Well","WELL #1","2020","1.359","0.00","373040078545201","","37.511111111100","-78.914444444400","73406","RIVERVILLE MILL WTP","active","manufacturing","51009","Amherst"
"59370","vwuds_mp8066","Surface Water Intake","Tye River","2020","7.8","0.02","mp8066","","99.000000000000","-99.000000000000","73215","Henry Fitzgerald Farm","active","irrigation","51125","Nelson"
"59372","vwuds_B5735","Well","WELL #1","2020","4.4898","0.01","380524076433101","190-00251","38.089428261714","-76.725361347198","450455","Foundation Seed Farm","active","irrigation","51193","Westmoreland"
"59376","vwuds_371429078272001","Well","WELL #4","2020","10.648974","0.03","371429078272001","","37.241388888900","-78.455555555600","72537","HAMPDEN SYDNEY COLLEGE","active","commercial","51147","Prince Edward"
"59377","vwuds_374636077424601","Surface Water Intake","SETTLING PONDS","2020","14.027564","0.04","374636077424601","","37.776666666700","-77.712777777800","71738","MONTPELIER PLANT","active","mining","51085","Hanover"
"59381","vwuds_381823078552401","Surface Water Intake","DICES SPRING","2020","48.751","0.13","381823078552401","","38.308888888900","-78.923333333300","74078","WEYERS CAVE SERVICE AREA","active","municipal","51015","Augusta"
"59382","vwuds_380853078494001","Well","CRIMORA MINES WELL","2020","8.8338","0.02","380853078494001","","38.139810100000","-78.815087410000","74152","DOOMS SERVICE AREA","active","municipal","51015","Augusta"
"59384","vwuds_S","Surface Water Intake","DEERFIELD SPRING","2020","0","0.00","S","","38.191815000000","-79.405559000000","74079","DEERFIELD SERVICE AREA","active","municipal","51015","Augusta"
"59385","vwuds_mp8085","Well","Crittendon Well","2020","0","0.00","mp8085","","99.000000000000","-99.000000000000","73846","GLENVAR EAST SERVICE AREA","inactive","municipal","51161","Roanoke County"
"59392","vwuds_381008076520801","Well","WELL #4","2020","2.3008","0.01","381008076520801","196-00135","38.168888888900","-76.868888888900","73187","WESTMORELAND STATE PARK","active","commercial","51193","Westmoreland"
"59393","vwuds_370208080484201","Surface Water Intake","PEAK CREEK","2020","924.73","2.53","370208080484201","","37.035555555600","-80.811666666700","74361","PULASKI (TOWN) WTP","active","municipal","51155","Pulaski"
"59394","vwuds_381022076524201","Well","WELL #5","2020","0.6072","0.00","381022076524201","196-00245","38.172777777800","-76.878333333300","73187","WESTMORELAND STATE PARK","active","commercial","51193","Westmoreland"
"59395","vwuds_mp8058","Well","Well #2","2020","15.022","0.04","mp8058","","37.394060000000","-79.829060000000","73614","white oak estates","active","municipal","51047","Culpeper"
"59396","vwuds_364512077450702","Well","WELLS #1#2 #3 #4","2020","0","0.00","364512077450702","","36.753333333300","-77.751944444400","72947","Vulcan Construction Materials Lawrenceville Quarry","active","mining","51025","Brunswick"
"59399","vwuds_370626079165301","Surface Water Intake","ROANOKE RIVER","2020","0","0.00","370626079165301","","37.107222222200","-79.281388888900","74458","Pittsylvania Power Station (formerly HURT FACILITY)","active","fossilpower","51143","Pittsylvania"
"59400","vwuds_374135077383501","Surface Water Intake","LITTLE TUCKAHOE CREEK TRIB","2020","80.5","0.22","374135077383501","","37.693055555600","-77.643055555600","74460","ROYAL STONE PLANT","active","mining","51075","Goochland"
"59401","vwuds_371416078280106","Well","WELL #6","2020","0.585724","0.00","371416078280106","","37.237777777800","-78.466944444400","72537","HAMPDEN SYDNEY COLLEGE","active","commercial","51147","Prince Edward"
"59402","vwuds_363632077344201","Surface Water Intake","JAKE'S POND","2020","0","0.00","363632077344201","","36.608888888900","-77.578333333300","74364","Vulcan Construction Materials LLC: Skippers Plant","active","mining","51081","Greensville"
"59404","vwuds_382518079352102","Well","WELL #3","2020","9.358","0.03","382518079352102","","38.421666666700","-79.589166666700","72640","MONTEREY SERVICE AREA","active","municipal","51091","Highland"
"59405","vwuds_mp8064","Surface Water Intake","Rutgers Run","2020","6.3","0.02","mp8064","","99.000000000000","-99.000000000000","73215","Henry Fitzgerald Farm","active","irrigation","51125","Nelson"
"59410","vwuds_372958076202601","Well","WELL","2020","0.376508","0.00","","","37.499444444444","-76.340555555556","72032","SYDNOR - CAMP PIANKATANK","active","municipal","51115","Mathews"
"59412","vwuds_364928078501802","Well","WELL No. 2 - ROUTE 746","2020","10.094","0.03","364928078501802","","36.824444444400","-78.838333333300","73303","CLOVER SERVICE AREA","active","municipal","51083","Halifax"
"59413","vwuds_372116082114101","Surface Water Intake","LEVISA RIVER","2020","192.72","0.53","372116082114101","","37.354444444400","-82.194722222200","71684","BIG ROCK NO.  8 PREP PLANT","active","mining","51027","Buchanan"
"59414","vwuds_373831079263301","Well","WELL #3","2020","18.188","0.05","373831079263301","","37.641944444400","-79.442500000000","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","active","manufacturing","51163","Rockbridge"
"59415","vwuds_380209079054501","Surface Water Intake","CHRISTIANS CREEK  154.2 ACRES","2020","0","0.00","380209079054501","","38.036500000000","-79.093830000000","73470","Christians Creek Holsteins, inc","active","irrigation","51015","Augusta"
"59416","vwuds_373215077303001","Surface Water Intake","ROCK QUARRY","2020","18.44","0.05","373215077303001","","37.537500000000","-77.508333333300","72427","WILLOW OAKS COUNTRY CLUB","active","commercial","51760","Richmond City"
"59417","vwuds_373827079263801","Well","WELL #2","2020","14.23","0.04","373827079263801","","37.640833333300","-79.443888888900","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","active","manufacturing","51163","Rockbridge"
"59418","vwuds_380209079054502","Surface Water Intake","CHRISTIANS CREEK  60 ACRES","2020","0","0.00","380209079054502","","38.030080000000","-79.107170000000","73470","Christians Creek Holsteins, inc","active","irrigation","51015","Augusta"
"59420","vwuds_365149076341701","Surface Water Intake","LONE STAR LAKES","2020","316.35","0.87","365149076341701","","36.863611111100","-76.571388888900","67426","City of Suffolk Main System","active","municipal","51800","Suffolk"
"59421","vwuds_mp8217","Surface Water Intake","Yaros Farm Black Farm","2020","0","0.00","mp8217","","","","72380","YAROS FARMS INC","active","irrigation","51131","Northampton"
"59423","vwuds_383945078405501","Surface Water Intake","NF SHENANDOAH RIVER    HOME","2020","7.3","0.02","383945078405501","","38.662500000000","-78.681944444400","72036","ROGER L & LINDA F MARTIN","active","irrigation","51171","Shenandoah"
"59425","vwuds_381530076594001","Well","WILKERSON FARM WELL","2020","51.28","0.14","381530076594001","","38.258333333300","-76.994444444400","66992","Colonial Beach, Town of","active","municipal","51193","Westmoreland"
"59426","vwuds_372454079521101","Well","WELL #3","2020","8.19","0.02","372454079521101","","37.415000000000","-79.869722222200","72514","TROUTVILLE SERVICE AREA","active","municipal","51023","Botetourt"
"59427","vwuds_373614077544501","Well","TILMANS FARM  WELL#1","2020","7.4927","0.02","373614077544501","","37.603888888889","-77.912500000000","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"59436","vwuds_364333080484304","Well","Woodlawn Well #4","2020","0","0.00","364333080484304","","36.725833333300","-80.811944444400","71668","CARROLL COUNTY REGIONAL","active","municipal","51035","Carroll"
"59437","vwuds_BV0236","Well","SHAWNEELAND WELL #1","2020","1.86289","0.01","BV0236","","39.193801830600","-78.350930325000","72626","SHAWNEE LAND UTILITIES CO","active","municipal","51069","Frederick"
"59438","vwuds_380556077173701","Well","WILCOX WELL #1  PWAT22","2020","2.058","0.01","380556077173701","","38.099722222200","-77.291944444400","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"59439","vwuds_mp8201","Surface Water Intake","Thompson Lake","2020","20.19","0.06","mp8201","","37.735833000000","-79.038244000000","73414","SAUNDERS BROTHERS, INC.","active","irrigation","51125","Nelson"
"59440","vwuds_mp8057","Well","Well #1","2020","6.944","0.02","mp8057","","37.394060000000","-79.829060000000","73614","white oak estates","active","municipal","51047","Culpeper"
